"B1+_2020","F2020","Catch_2020","B1+_2021","F","Catch_2021","B1+_2022","Catch_2022","Change_B1+_2021-2022(%)","Change_Catch_2019-2021(%)"
274066.36,0.0825210607991,22142.9673,373412.659925384,0,0,379203.571288418,0,1.55080745366052,-100
274066.36,0.0825210607991,22142.9673,373412.659925384,0.032,10953.1517301877,371543.108882779,11971.9564388382,-0.500666218166759,-20.3928320260654
274066.36,0.0825210607991,22142.9673,373412.659925384,0.064,21656.9142344582,364074.611399916,23164.5548147132,-2.50073163757599,57.4017827679692
274066.36,0.0825210607991,22142.9673,373412.659925384,0.118,39172.2226458212,351892.25073729,40413.8014113256,-5.76317074852089,184.702502521146
274066.36,0.0825210607991,22142.9673,373412.659925384,0.156,51099.7316696969,343625.079894472,51413.7179257519,-7.97712108552086,271.391269166947
274066.36,0.0825210607991,22142.9673,373412.659925384,0.0825210607991,27740.7163032544,359837.608126726,29305.0394198053,-3.63540213161768,101.618668020825
274066.36,0.0825210607991,22142.9673,373412.659925384,0,0,379203.571288418,0,1.55080745366052,-100
274066.36,0.0825210607991,22142.9673,373412.659925384,0.0105349960979653,3633.92999963079,376660.078916,4030.437316685,0.869659585528154,-73.5887091668024
274066.36,0.0825210607991,22142.9673,373412.659925384,0.0210699921959307,7240.34251454998,374137.782591416,7972.85453563384,0.194188024095822,-47.3774145613226
274066.36,0.0825210607991,22142.9673,373412.659925384,0.031604988293896,10819.4787060062,371636.489362621,11829.0231823455,-0.475658903240496,-21.3643634310645
274066.36,0.0825210607991,22142.9673,373412.659925384,0.0421399843918613,14371.5774835743,369156.008116325,15600.6800523197,-1.13993237666573,4.45218061137126
274066.36,0.0825210607991,22142.9673,373412.659925384,0.0526749804898267,17896.875526924,366696.149559978,19289.527889283,-1.79868308877043,30.073937746503
274066.36,0.0825210607991,22142.9673,373412.659925384,0.063209976587792,21395.6073073736,364256.726203931,22897.2360501149,-2.45196124932737,55.5026121046209
274066.36,0.0825210607991,22142.9673,373412.659925384,0.0737449726857573,24868.0051092318,361837.552343779,26425.4411567342,-3.09981659002058,80.739891920894
274066.36,0.0825210607991,22142.9673,373412.659925384,0.0842799687837227,28314.2990509272,359438.444042882,29875.7477352046,-3.74229836912699,105.787449688945
274066.36,0.0825210607991,22142.9673,373412.659925384,0.094814964881688,31734.7171059311,357059.21911505,33249.7288423119,-4.37945537615178,130.64694231291
274066.36,0.0825210607991,22142.9673,373412.659925384,0.105349960979653,35129.4851234721,354699.697107411,36548.9266798588,-5.01133593641724,155.320011257997
274066.36,0.0825210607991,22142.9673,373412.659925384,0.115884957077619,38498.8268490476,352359.699283448,39774.8531969216,-5.63798791560597,179.808282699562
274066.36,0.0825210607991,22142.9673,373412.659925384,0.126419953175584,41842.9639447325,350039.048606197,42928.9906803046,-6.25945872425886,204.113367670707
274066.36,0.0825210607991,22142.9673,373412.659925384,0.136954949273549,45162.116009287,347737.569721626,46012.7923334262,-6.87579532222819,228.236862208429
274066.36,0.0825210607991,22142.9673,373412.659925384,0.147489945371515,48456.5005980671,345455.088942167,49027.6828438645,-7.4870442230864,252.180347498325
274066.36,0.0825210607991,22142.9673,373412.659925384,0.15802494146948,51726.3332427378,343191.434230418,51975.0589397861,-8.09325149849095,275.945390017872
274066.36,0.0825210607991,22142.9673,373412.659925384,0.168559937567445,54971.8274707927,340946.435183007,54856.2899354775,-8.69446278250567,299.533541678287
274066.36,0.0825210607991,22142.9673,373412.659925384,0.179094933665411,58193.1948248805,338719.923014617,57672.7182661936,-9.29072327587906,322.946339964997
274066.36,0.0825210607991,22142.9673,373412.659925384,0.189629929763376,61390.6448819412,336511.730542168,60425.6600125345,-9.88207775028009,346.18530807672
274066.36,0.0825210607991,22142.9673,373412.659925384,0.200164925861341,64564.3852721541,334321.692169159,63116.4054145563,-10.4685705524917,369.251955063177
274066.36,0.0825210607991,22142.9673,373412.659925384,0.210699921959307,67714.6216976984,332149.643870162,65746.2193758197,-11.0502456085626,392.147775961443
