"B1+_2020","F2020","Catch_2020","B1+_2021","F","Catch_2021","B1+_2022","Catch_2022","Change_B1+_2021-2022(%)","Change_Catch_2019-2021(%)"
274066.760390436,0.0926569007127831,22143,273577.226112006,0,0,280022.403515414,0,2.35588959468764,-100
274066.760390436,0.0926569007127831,22143,273577.226112006,0.032,8741.8504197372,273935.715724275,8869.30237015402,0.131037812380639,-36.4645015508149
274066.760390436,0.0926569007127831,22143,273577.226112006,0.064,17268.4242521489,268013.639583632,17133.8556256218,-2.03364388455938,25.5063733205878
274066.760390436,0.0926569007127831,22143,273577.226112006,0.118,31185.4611738621,258380.209922285,29814.3152113802,-5.55492736208187,126.654967188126
274066.760390436,0.0926569007127831,22143,273577.226112006,0.156,40636.6135414129,251862.130094786,37861.7763084598,-7.93746479772013,195.34565025401
274066.760390436,0.0926569007127831,22143,273577.226112006,0.0926569007127831,24726.402407128,262846.066372168,24053.0554426432,-3.92253401072345,79.7107278620352
274066.760390436,0.0926569007127831,22143,273577.226112006,0,0,280022.403515414,0,2.35588959468764,-100
274066.760390436,0.0926569007127831,22143,273577.226112006,0.0105349960979653,2902.12554518549,278000.078043258,2989.16282784906,1.61667401709887,-78.9074413056571
274066.760390436,0.0926569007127831,22143,273577.226112006,0.0210699921959307,5780.47381456797,275995.947581089,5909.87450775642,0.88410921605472,-57.9876951163757
274066.760390436,0.0926569007127831,22143,273577.226112006,0.031604988293896,8635.26479953564,274009.837114373,8763.58621494373,0.158131218930691,-37.2391625415511
274066.760390436,0.0926569007127831,22143,273577.226112006,0.0421399843918613,11466.7163662028,272041.573357104,11551.7194412741,-0.561323315074788,-16.6602601370039
274066.760390436,0.0926569007127831,22143,273577.226112006,0.0526749804898267,14275.0442763859,270090.984734482,14275.6665945504,-1.27431710126925,3.75058024747477
274066.760390436,0.0926569007127831,22143,273577.226112006,0.063209976587792,17060.4622083704,268157.901365779,16936.791585751,-1.98091223573119,23.9949116190533
274066.760390436,0.0926569007127831,22143,273577.226112006,0.0737449726857573,19823.1817774694,266242.155047369,19536.4304044452,-2.68117020151158,44.0742719912818
274066.760390436,0.0926569007127831,22143,273577.226112006,0.0842799687837227,22563.4125563771,264343.579235935,22075.8916826267,-3.3751518747729,63.9901845320203
274066.760390436,0.0926569007127831,22143,273577.226112006,0.094814964881688,25281.3620953195,262462.009031844,24556.4572471993,-4.0629175308662,83.7441577098895
274066.760390436,0.0926569007127831,22143,273577.226112006,0.105349960979653,27977.2359420021,260597.281162689,26979.3826613431,-4.74452685034645,103.337685439257
274066.760390436,0.0926569007127831,22143,273577.226112006,0.115884957077619,30651.2376613605,258749.233966998,29345.8977549839,-5.42003892492756,122.772247223777
274066.760390436,0.0926569007127831,22143,273577.226112006,0.126419953175584,33303.5688551116,256917.707378109,31657.2071445883,-6.08951226337686,142.049308298492
274066.760390436,0.0926569007127831,22143,273577.226112006,0.136954949273549,35934.4291811109,255102.542908204,33914.4907424961,-6.75300479735026,161.170319770521
274066.760390436,0.0926569007127831,22143,273577.226112006,0.147489945371515,38544.0163725157,253303.58363251,36118.9042560039,-7.41057388716845,180.136718758333
274066.760390436,0.0926569007127831,22143,273577.226112006,0.15802494146948,41132.5262567572,251520.674173651,38271.5796764039,-8.06227632753469,198.949928529643
274066.760390436,0.0926569007127831,22143,273577.226112006,0.168559937567445,43700.1527743232,249753.660686172,40373.6257581822,-8.70816835319491,217.611358637916
274066.760390436,0.0926569007127831,22143,273577.226112006,0.179094933665411,46247.0879973529,248002.390841199,42426.1284885729,-9.34830564454065,236.122405057518
274066.760390436,0.0926569007127831,22143,273577.226112006,0.189629929763376,48773.5221480463,246266.713811278,44430.1515476641,-9.98274333315543,254.484450317516
274066.760390436,0.0926569007127831,22143,273577.226112006,0.200164925861341,51279.6436168895,244546.480255344,46386.736759245,-10.6115360073051,272.698863634136
274066.760390436,0.0926569007127831,22143,273577.226112006,0.210699921959307,53765.6389806985,242841.542303858,48296.9045325802,-11.2347377173726,290.767001041904
